Age,Experience,Salary,Performance_Score,Work_Life_Balance,Department,Education_Level,Gender,Marital_Status,Job_Role
27,5,33209,2,3,HR,High School,Female,Married,Clerk
34,13,82355,4,3,Engineering,Master,Male,Married,Engineer
41,16,52427,5,1,Finance,High School,Female,Married,Clerk
28,3,37450,3,3,Engineering,Bachelor,Female,Single,Engineer
38,17,67789,2,3,Finance,Bachelor,Male,Divorced,Manager
31,5,34633,3,2,Marketing,Master,Male,Married,Executive
29,4,30000,4,2,Sales,Bachelor,Male,Single,Executive
34,10,81139,2,3,Finance,PhD,Female,Divorced,Clerk
27,2,30000,4,4,HR,High School,Female,Single,Manager
31,10,46277,4,3,Finance,High School,Female,Single,Analyst
26,0,30000,4,4,HR,Bachelor,Male,Married,Manager
48,25,67650,3,3,HR,Master,Female,Married,Clerk
35,9,53207,3,4,HR,Master,Female,Divorced,Manager
30,4,30000,2,5,Finance,High School,Male,Married,Analyst
36,10,43098,3,1,Finance,High School,Female,Divorced,Clerk
34,10,44953,4,1,Marketing,Master,Male,Single,Executive
33,11,36093,4,2,Sales,High School,Male,Married,Manager
39,18,48563,4,2,Sales,High School,Male,Married,Executive
40,18,40106,1,3,Marketing,High School,Male,Married,Executive
31,8,48998,2,4,Engineering,High School,Male,Single,Engineer
30,8,38188,4,5,Marketing,Bachelor,Male,Single,Analyst
33,12,38880,5,3,Sales,High School,Female,Married,Manager
22,1,30000,2,3,Marketing,Bachelor,Male,Single,Executive
24,1,33177,4,3,Sales,Master,Male,Single,Executive
44,23,57265,3,3,Marketing,Bachelor,Female,Married,Analyst
46,23,70058,3,4,Marketing,Master,Female,Divorced,Executive
33,10,40075,4,3,Marketing,High School,Male,Married,Executive
39,18,59473,4,4,Marketing,Bachelor,Female,Divorced,Executive
37,12,47746,3,2,Marketing,Bachelor,Female,Married,Executive
56,33,118882,4,3,Engineering,Master,Male,Married,Engineer
42,21,59581,4,3,Engineering,High School,Male,Married,Engineer
34,9,41744,3,2,HR,Master,Male,Married,Clerk
28,5,35980,4,4,Sales,Bachelor,Female,Married,Manager
23,0,30000,1,2,Marketing,Bachelor,Male,Single,Analyst
36,12,68946,1,3,HR,PhD,Male,Married,Clerk
29,3,44943,3,2,Engineering,Bachelor,Male,Single,Engineer
25,1,44625,3,1,Engineering,Bachelor,Male,Married,Engineer
30,5,65800,2,2,Engineering,Master,Male,Married,Engineer
27,4,30727,3,5,HR,Bachelor,Female,Single,Clerk
46,25,75911,4,1,Engineering,High School,Male,Divorced,Engineer
41,19,88409,3,1,Finance,PhD,Male,Divorced,Clerk
34,13,68161,3,4,Engineering,Bachelor,Male,Single,Engineer
45,23,77591,4,3,Sales,Master,Female,Married,Executive
35,13,40301,2,2,Sales,High School,Female,Married,Executive
28,5,47072,3,3,Finance,Master,Male,Single,Manager
45,20,86107,2,2,Engineering,Bachelor,Male,Married,Engineer
38,17,70846,3,3,HR,PhD,Male,Married,Manager
27,2,43931,3,4,Finance,Bachelor,Female,Single,Clerk
33,9,44413,2,2,Finance,High School,Female,Single,Manager
28,5,51682,2,5,Engineering,Bachelor,Male,Married,Engineer
25,2,30000,2,1,HR,High School,Male,Single,Clerk
41,17,67730,3,4,Finance,Master,Male,Married,Clerk
48,27,72633,2,4,Sales,Master,Female,Married,Executive
25,0,30000,3,2,HR,Bachelor,Male,Single,Clerk
38,14,59984,4,2,Finance,Master,Male,Married,Clerk
30,9,30914,3,4,Sales,High School,Female,Single,Manager
31,9,41629,3,3,HR,Bachelor,Male,Divorced,Clerk
30,7,42185,5,2,Finance,Bachelor,Female,Single,Analyst
28,7,41587,4,1,Sales,Bachelor,Male,Married,Executive
35,10,37842,3,5,Sales,High School,Female,Widowed,Executive
29,4,47545,3,3,HR,Master,Male,Single,Clerk
36,13,36354,4,2,HR,High School,Female,Married,Manager
34,10,40139,5,5,Marketing,Bachelor,Male,Married,Executive
33,7,32099,3,3,Sales,High School,Male,Single,Executive
28,4,37746,3,3,Marketing,Master,Female,Married,Analyst
30,9,46550,4,3,Finance,High School,Female,Single,Clerk
40,16,55861,2,4,Sales,Bachelor,Male,Divorced,Executive
38,15,52652,4,2,Marketing,Bachelor,Female,Married,Executive
28,7,53879,3,4,Marketing,Master,Male,Married,Executive
35,13,42998,5,5,Marketing,Bachelor,Female,Widowed,Executive
40,16,56241,5,2,Sales,Master,Male,Divorced,Manager
23,0,38852,2,3,Engineering,Bachelor,Male,Single,Engineer
38,12,46605,3,4,Marketing,Master,Male,Married,Analyst
30,9,31497,3,3,Marketing,High School,Female,Divorced,Manager
38,13,36675,2,3,Marketing,Bachelor,Female,Married,Analyst
29,5,30000,3,3,Marketing,Bachelor,Male,Single,Executive
22,0,30000,3,4,Marketing,High School,Female,Single,Analyst
23,0,30000,3,3,Finance,High School,Male,Single,Clerk
35,9,56687,4,3,HR,Master,Male,Married,Clerk
36,14,99146,2,3,Engineering,PhD,Male,Married,Engineer
28,2,50937,4,3,Engineering,Master,Male,Single,Engineer
39,15,50898,5,2,Marketing,Bachelor,Male,Married,Analyst
23,0,45546,3,3,Marketing,Bachelor,Male,Divorced,Manager
34,10,45236,2,2,HR,Bachelor,Male,Married,Manager
26,5,30000,2,3,Sales,High School,Female,Single,Executive
30,6,54168,3,2,Finance,Master,Male,Single,Manager
35,10,59491,4,3,Engineering,Bachelor,Male,Divorced,Engineer
28,7,72772,3,4,Finance,PhD,Male,Single,Manager
32,9,52866,4,3,Sales,Bachelor,Male,Single,Executive
42,21,85059,4,2,Finance,Master,Male,Married,Clerk
30,4,30048,3,2,Finance,High School,Female,Single,Manager
40,18,79586,3,5,Sales,Master,Female,Married,Manager
27,1,32461,3,4,Engineering,Bachelor,Female,Married,Engineer
38,17,51436,4,1,Marketing,Bachelor,Male,Married,Analyst
45,22,72907,2,5,HR,Master,Male,Married,Clerk
22,0,30000,5,2,Marketing,High School,Female,Single,Analyst
29,8,39654,4,3,Marketing,Bachelor,Male,Single,Executive
39,13,45993,3,3,Sales,Bachelor,Female,Divorced,Executive
33,12,52589,3,1,Finance,Bachelor,Female,Married,Analyst
37,16,65652,3,2,Engineering,Bachelor,Female,Married,Engineer
30,9,57063,3,4,Engineering,Bachelor,Male,Married,Engineer
35,12,60257,3,3,Engineering,Bachelor,Male,Married,Engineer
33,8,53499,2,3,Finance,Bachelor,Female,Single,Clerk
43,18,55981,2,3,Marketing,Bachelor,Female,Married,Executive
36,15,53381,3,1,Marketing,Bachelor,Male,Married,Executive
37,14,62065,3,4,Sales,Master,Female,Married,Executive
32,9,44634,3,1,HR,Master,Male,Married,Clerk
31,10,46674,4,2,Sales,Bachelor,Male,Single,Executive
31,5,42365,3,4,Finance,Bachelor,Female,Single,Analyst
37,11,34392,2,5,Sales,Bachelor,Male,Divorced,Manager
32,10,48781,2,4,HR,Master,Male,Single,Clerk
37,16,54491,1,2,Marketing,Bachelor,Male,Widowed,Manager
49,27,58889,1,5,Finance,High School,Male,Married,Analyst
41,15,73888,4,3,Engineering,Bachelor,Male,Married,Engineer
32,6,53011,4,3,Engineering,Bachelor,Male,Married,Engineer
43,22,63456,5,4,Engineering,High School,Male,Divorced,Engineer
32,10,42938,1,1,HR,Bachelor,Female,Single,Clerk
22,0,36604,4,3,Engineering,Bachelor,Female,Single,Engineer
27,6,36345,4,5,HR,Bachelor,Male,Single,Clerk
22,0,30000,4,2,HR,Bachelor,Male,Single,Clerk
32,8,59063,3,3,Finance,Master,Male,Married,Manager
35,9,65304,3,2,Engineering,Bachelor,Male,Married,Engineer
46,21,59319,4,4,Sales,Bachelor,Female,Married,Executive
37,14,57731,4,3,Engineering,High School,Female,Divorced,Engineer
33,11,46805,4,2,Engineering,High School,Male,Divorced,Engineer
40,18,72207,1,3,Engineering,Bachelor,Female,Married,Engineer
22,0,30000,2,3,Marketing,Bachelor,Female,Single,Executive
36,14,51071,5,4,Sales,Master,Female,Married,Executive
40,17,63801,3,3,Finance,Bachelor,Female,Divorced,Clerk
24,3,35920,4,2,Sales,Bachelor,Male,Single,Executive
43,19,53383,3,4,HR,Bachelor,Female,Married,Clerk
37,13,51545,4,2,HR,Bachelor,Female,Married,Manager
32,6,51108,2,4,HR,Master,Male,Single,Clerk
39,14,74801,1,3,Engineering,Bachelor,Male,Married,Engineer
50,28,53825,3,3,Marketing,High School,Male,Married,Analyst
36,11,51379,3,3,Marketing,Master,Male,Married,Analyst
36,15,73958,3,3,Engineering,Master,Male,Married,Engineer
31,7,36728,4,4,HR,Bachelor,Female,Married,Clerk
29,8,43722,3,4,Engineering,High School,Male,Single,Engineer
40,19,61192,5,3,Sales,Bachelor,Female,Married,Executive
29,7,30937,2,4,Finance,High School,Female,Married,Clerk
35,14,76640,2,3,Engineering,Master,Female,Married,Engineer
31,7,30424,5,2,Marketing,Bachelor,Female,Single,Executive
38,13,43623,4,4,Marketing,Bachelor,Female,Married,Executive
37,13,48566,4,3,HR,Bachelor,Male,Married,Clerk
42,20,41414,1,3,Marketing,High School,Male,Married,Manager
31,7,35438,5,2,HR,High School,Male,Married,Manager
33,10,75066,4,3,Sales,PhD,Male,Married,Executive
28,3,30000,4,2,Marketing,High School,Male,Married,Manager
31,8,38934,5,4,Sales,High School,Female,Married,Executive
37,14,75592,3,4,Sales,PhD,Female,Divorced,Manager
40,14,44946,3,3,Marketing,Bachelor,Male,Divorced,Executive
28,6,46224,3,1,Sales,Master,Female,Single,Executive
41,20,39068,4,1,Marketing,High School,Male,Married,Executive
44,21,64081,4,2,Marketing,Bachelor,Female,Married,Executive
37,13,45367,4,2,Marketing,Bachelor,Female,Married,Analyst
48,27,72061,3,4,HR,Master,Female,Married,Manager
29,5,30000,4,3,Marketing,High School,Male,Single,Executive
26,2,43007,4,3,Engineering,Bachelor,Female,Single,Engineer
22,1,42369,3,2,Finance,Master,Male,Single,Clerk
45,24,84850,3,4,Engineering,Bachelor,Male,Divorced,Engineer
39,15,67271,5,4,Engineering,Bachelor,Male,Married,Engineer
34,12,44658,3,3,Finance,High School,Female,Single,Analyst
36,11,30000,2,2,HR,High School,Male,Widowed,Manager
27,1,30994,1,5,Marketing,Bachelor,Female,Single,Analyst
52,27,62019,2,3,HR,Bachelor,Male,Widowed,Manager
35,13,59265,2,4,Sales,PhD,Female,Divorced,Executive
35,9,50270,4,3,Finance,Master,Female,Married,Analyst
40,19,49086,2,4,HR,Bachelor,Male,Married,Clerk
38,12,60860,4,3,HR,Master,Male,Married,Manager
36,12,38199,2,5,Marketing,High School,Female,Widowed,Analyst
29,4,41090,5,4,Finance,Bachelor,Male,Divorced,Clerk
38,12,59234,3,2,Engineering,Bachelor,Male,Married,Engineer
48,24,48213,4,3,Marketing,High School,Male,Married,Executive
44,22,68502,2,2,Sales,Master,Female,Married,Executive
46,20,75878,3,5,Engineering,Bachelor,Male,Married,Engineer
31,7,52115,2,1,Finance,Bachelor,Male,Divorced,Analyst
28,6,42132,3,1,Engineering,Bachelor,Male,Divorced,Engineer
34,13,51224,3,3,Finance,Bachelor,Male,Single,Clerk
35,13,47635,4,3,Finance,High School,Male,Married,Manager
42,20,61386,2,2,Marketing,Bachelor,Female,Married,Analyst
23,0,30000,3,3,Sales,Bachelor,Female,Single,Manager
45,21,105016,2,4,Engineering,Master,Male,Widowed,Engineer
33,7,30000,3,3,Marketing,High School,Male,Married,Executive
32,7,34753,2,3,Sales,Bachelor,Female,Single,Manager
27,4,47840,2,2,Finance,Bachelor,Male,Single,Manager
23,1,36434,4,2,Marketing,Master,Female,Divorced,Executive
40,17,49194,2,3,HR,Bachelor,Female,Married,Manager
35,10,49544,4,3,HR,Master,Female,Married,Manager
25,1,37976,2,3,Marketing,PhD,Female,Single,Executive
25,0,38746,3,3,Marketing,PhD,Male,Single,Executive
32,8,76727,5,3,Engineering,Master,Male,Single,Engineer
46,22,112781,2,3,Engineering,Master,Female,Married,Engineer
33,12,46677,3,2,Finance,Bachelor,Female,Married,Manager
24,2,40990,4,4,Finance,Master,Male,Single,Analyst
33,8,54628,4,2,Engineering,Bachelor,Male,Married,Engineer
33,9,86781,3,3,Engineering,PhD,Male,Single,Engineer
22,0,30000,3,2,Finance,High School,Female,Single,Analyst
34,9,44414,3,3,Marketing,Bachelor,Female,Married,Analyst
33,9,44773,4,3,Marketing,Bachelor,Female,Single,Executive
39,13,69877,4,3,Engineering,Bachelor,Male,Divorced,Engineer
47,24,76738,4,3,Finance,Bachelor,Female,Married,Clerk
42,20,54365,5,3,HR,Bachelor,Male,Married,Clerk
33,11,58656,3,4,Marketing,Master,Male,Single,Manager
27,1,44486,3,2,Engineering,Bachelor,Female,Married,Engineer
53,32,77638,5,4,Finance,Bachelor,Female,Married,Clerk
35,9,56340,3,3,Engineering,Master,Male,Widowed,Engineer
35,14,68305,2,3,Engineering,Bachelor,Male,Divorced,Engineer
34,13,40268,2,5,HR,High School,Female,Married,Clerk
36,10,61399,5,2,Engineering,Bachelor,Female,Widowed,Engineer
33,11,56363,4,3,Marketing,Master,Male,Single,Analyst
30,7,38725,3,3,Finance,Bachelor,Female,Married,Manager
31,9,43836,3,3,Sales,Bachelor,Male,Single,Executive
34,12,48339,2,5,HR,Bachelor,Male,Married,Clerk
31,9,43442,2,3,Marketing,Bachelor,Female,Single,Executive
30,4,30000,5,4,Sales,High School,Male,Married,Manager
35,9,76676,4,5,Finance,PhD,Male,Widowed,Analyst
33,7,54955,5,3,Finance,Master,Female,Married,Analyst
45,23,77409,3,3,Finance,Bachelor,Female,Married,Analyst
22,0,34241,4,2,Finance,Bachelor,Male,Single,Analyst
42,21,66253,3,3,HR,Master,Female,Divorced,Clerk
43,18,46586,4,2,HR,Bachelor,Male,Married,Clerk
22,1,48843,5,3,Engineering,Bachelor,Female,Single,Engineer
32,11,43469,5,4,Engineering,High School,Male,Single,Engineer
32,7,39603,3,4,Marketing,Bachelor,Male,Married,Manager
25,3,60067,2,3,Engineering,Master,Male,Single,Engineer
29,6,38357,4,4,Sales,High School,Male,Married,Manager
27,4,30000,2,4,HR,High School,Male,Single,Manager
47,26,68360,2,3,HR,Bachelor,Female,Widowed,Manager
41,16,71460,2,3,Finance,Master,Male,Divorced,Analyst
43,19,52912,3,2,Marketing,Bachelor,Male,Married,Executive
40,18,67290,3,3,Marketing,Bachelor,Female,Married,Executive
27,6,30000,3,3,HR,Bachelor,Male,Married,Clerk
31,8,53776,3,3,Marketing,Bachelor,Female,Single,Manager
38,12,42667,1,4,Marketing,High School,Male,Married,Analyst
26,0,30000,4,2,Engineering,High School,Male,Married,Engineer
39,14,70524,4,4,Engineering,Bachelor,Male,Widowed,Engineer
33,8,38512,2,4,Finance,Bachelor,Female,Single,Clerk
32,11,81617,4,5,Finance,PhD,Male,Single,Clerk
39,15,59521,4,3,Finance,Bachelor,Male,Married,Manager
38,15,45465,3,2,Sales,High School,Male,Divorced,Manager
32,11,57824,3,4,Engineering,Bachelor,Male,Single,Engineer
43,19,77083,3,3,Engineering,Bachelor,Male,Divorced,Engineer
27,2,36796,2,4,Engineering,High School,Male,Single,Engineer
39,13,73409,4,5,Engineering,Master,Male,Divorced,Engineer
39,17,75036,3,2,Sales,Master,Female,Married,Executive
32,6,35685,2,3,HR,Bachelor,Male,Single,Manager
37,14,57994,4,2,Finance,Bachelor,Female,Divorced,Manager
26,3,31549,4,4,Engineering,High School,Female,Married,Engineer
41,15,48667,3,1,Finance,Bachelor,Female,Divorced,Analyst
33,7,43898,4,2,Engineering,Bachelor,Male,Single,Engineer
31,7,47829,3,2,Finance,Bachelor,Female,Married,Clerk
42,21,94955,2,4,Finance,PhD,Female,Married,Analyst
30,5,30000,4,3,HR,High School,Male,Married,Clerk
25,1,43751,3,3,Finance,Bachelor,Female,Married,Analyst
24,2,39803,2,2,HR,Master,Male,Single,Clerk
39,13,67121,4,3,Engineering,Bachelor,Male,Married,Engineer
26,4,40849,4,4,Engineering,High School,Female,Single,Engineer
47,25,69369,4,3,Marketing,Bachelor,Male,Married,Analyst
22,0,30000,3,3,HR,Bachelor,Female,Single,Clerk
46,21,97227,4,3,Sales,PhD,Female,Married,Executive
36,13,53207,4,5,Marketing,Master,Male,Widowed,Analyst
34,13,50865,5,2,Marketing,Master,Female,Single,Analyst
31,8,47365,5,3,Sales,Master,Male,Single,Manager
37,12,51005,3,3,Finance,Bachelor,Male,Widowed,Analyst
34,11,50917,2,3,Marketing,Master,Female,Single,Executive
42,16,116479,3,3,Engineering,PhD,Male,Married,Engineer
35,9,32913,3,3,Finance,Bachelor,Female,Divorced,Clerk
36,12,42238,4,4,HR,Bachelor,Female,Widowed,Manager
32,10,53588,4,3,Finance,Bachelor,Female,Married,Clerk
34,9,48915,4,3,Engineering,High School,Female,Married,Engineer
37,12,33368,3,4,Marketing,High School,Female,Married,Analyst
23,0,46432,3,3,Sales,Master,Female,Single,Executive
25,1,30000,1,3,HR,Master,Male,Married,Manager
40,17,43000,4,5,Sales,High School,Male,Divorced,Executive
36,13,45553,4,4,Marketing,Bachelor,Female,Married,Executive
33,8,48480,4,4,Sales,Master,Female,Married,Executive
35,12,54798,3,3,Sales,Bachelor,Male,Divorced,Executive
37,15,68353,5,3,Engineering,Bachelor,Male,Married,Engineer
31,8,52318,3,5,Sales,Master,Female,Married,Executive
29,7,51182,3,2,Marketing,Master,Female,Married,Executive
36,11,67551,3,4,Engineering,Master,Male,Married,Engineer
28,4,31703,2,5,HR,Bachelor,Female,Single,Clerk
37,11,57075,5,4,Engineering,High School,Male,Divorced,Engineer
23,1,44076,4,2,Finance,Master,Female,Single,Analyst
42,18,53586,1,4,Engineering,High School,Male,Divorced,Engineer
38,14,61668,3,3,Finance,Master,Female,Divorced,Clerk
36,14,42149,3,3,Marketing,High School,Male,Married,Analyst
41,16,53187,2,4,Finance,Bachelor,Male,Widowed,Analyst
46,25,58621,4,3,HR,Bachelor,Male,Divorced,Manager
42,18,46413,3,2,Sales,High School,Female,Married,Executive
22,0,34277,3,3,Marketing,Master,Female,Single,Analyst
26,1,34246,2,2,Finance,High School,Female,Single,Analyst
30,5,30000,3,3,HR,Master,Female,Married,Clerk
35,12,57467,3,3,Marketing,Master,Female,Divorced,Analyst
38,13,52895,4,3,Finance,Bachelor,Male,Divorced,Clerk
29,5,52902,5,2,Sales,Master,Female,Married,Executive
36,14,47330,2,1,Marketing,Bachelor,Male,Divorced,Manager
29,8,44244,3,3,HR,Master,Male,Single,Manager
30,7,40479,3,3,Sales,Bachelor,Male,Married,Executive
25,3,30000,1,3,Marketing,Bachelor,Male,Married,Executive
28,7,48809,3,4,Engineering,Bachelor,Male,Single,Engineer
25,4,33492,5,3,Marketing,Bachelor,Male,Single,Analyst
28,7,55546,4,4,Marketing,Master,Male,Married,Analyst
42,16,39172,2,2,Marketing,High School,Female,Married,Analyst
28,6,32006,3,2,HR,Bachelor,Female,Divorced,Clerk
53,30,94899,3,2,Engineering,Bachelor,Male,Married,Engineer
38,15,59869,2,1,Marketing,Master,Male,Married,Analyst
36,15,54086,4,5,Finance,High School,Male,Married,Clerk
28,6,31662,3,5,HR,Bachelor,Female,Single,Clerk
39,13,44636,3,4,HR,High School,Female,Divorced,Manager
30,9,41185,4,3,HR,Bachelor,Male,Married,Clerk
35,10,45598,4,3,Marketing,Master,Female,Married,Executive
52,29,76424,3,4,HR,Master,Male,Widowed,Clerk
34,10,40262,3,3,Marketing,Master,Male,Married,Executive
43,22,60356,2,5,Marketing,Bachelor,Male,Divorced,Executive
30,5,48743,3,2,Marketing,Master,Male,Divorced,Manager
34,11,44322,3,3,Marketing,Bachelor,Female,Single,Manager
47,21,70755,4,5,HR,Master,Male,Divorced,Clerk
30,8,44142,4,5,Sales,Bachelor,Male,Married,Manager
47,24,72050,4,4,Sales,Bachelor,Male,Divorced,Manager
39,17,55661,3,3,Finance,Bachelor,Male,Married,Analyst
31,9,43122,4,4,HR,Bachelor,Male,Married,Clerk
39,13,51861,4,2,Finance,High School,Male,Married,Clerk
41,15,86230,2,2,Finance,Master,Male,Married,Clerk
39,18,70511,3,3,Finance,Bachelor,Female,Married,Manager
24,3,50384,2,4,Marketing,PhD,Female,Single,Manager
29,6,30000,3,1,Sales,High School,Female,Married,Executive
33,7,47341,4,3,Engineering,Bachelor,Male,Single,Engineer
34,9,66509,3,3,Engineering,Master,Male,Married,Engineer
39,16,82289,4,3,Engineering,Bachelor,Female,Married,Engineer
36,12,43080,3,2,Marketing,Bachelor,Male,Married,Analyst
25,3,40353,5,1,Marketing,Master,Male,Divorced,Manager
37,15,54343,4,4,Marketing,Bachelor,Female,Married,Executive
39,18,30834,5,3,Marketing,High School,Female,Married,Executive
38,13,68925,3,4,Engineering,Master,Male,Married,Engineer
42,16,48462,5,3,Marketing,High School,Male,Married,Analyst
40,14,64084,3,1,Marketing,Master,Male,Married,Analyst
38,17,63178,4,2,Engineering,High School,Female,Divorced,Engineer
34,10,52393,2,1,Engineering,Bachelor,Male,Single,Engineer
23,0,30000,4,1,Sales,High School,Female,Single,Manager
38,15,63908,5,2,Finance,Master,Male,Married,Analyst
36,11,35687,4,3,Marketing,High School,Male,Married,Executive
36,15,87318,4,4,Engineering,Master,Male,Divorced,Engineer
26,5,39581,3,4,Marketing,Bachelor,Male,Single,Manager
27,3,30000,3,5,Marketing,High School,Male,Divorced,Executive
42,19,65544,3,3,Marketing,Master,Female,Divorced,Analyst
34,13,52340,3,1,Engineering,Bachelor,Male,Single,Engineer
39,13,51908,4,3,Engineering,High School,Female,Married,Engineer
35,10,30058,4,2,Finance,High School,Male,Married,Manager
35,12,50837,5,4,Sales,Bachelor,Female,Married,Manager
41,17,44533,3,2,Finance,High School,Female,Married,Analyst
31,6,39730,3,2,Engineering,High School,Male,Married,Engineer
35,13,44595,3,1,Marketing,Bachelor,Female,Married,Manager
31,5,52429,4,5,Engineering,Bachelor,Male,Married,Engineer
31,7,40204,1,4,Finance,Bachelor,Female,Married,Analyst
32,7,43452,4,3,Engineering,High School,Male,Married,Engineer
36,15,76127,3,3,Marketing,PhD,Female,Married,Executive
31,9,68373,3,1,Engineering,Master,Male,Single,Engineer
43,19,66509,4,2,Finance,Bachelor,Male,Married,Clerk
28,7,30000,5,3,HR,High School,Female,Single,Clerk
33,7,45765,4,3,Finance,Master,Female,Single,Analyst
31,9,55734,1,3,Finance,Bachelor,Female,Married,Analyst
45,22,60830,3,3,Finance,Bachelor,Female,Married,Analyst
36,15,60165,3,5,Marketing,Bachelor,Female,Divorced,Executive
42,17,65773,5,3,Sales,Master,Female,Married,Executive
24,0,30000,3,5,Engineering,High School,Female,Single,Engineer
36,14,66366,5,4,Sales,Master,Male,Married,Manager
41,20,61763,5,4,HR,Master,Male,Married,Clerk
35,12,54660,4,4,Finance,Bachelor,Male,Married,Clerk
42,18,83444,2,3,Finance,Master,Female,Married,Clerk
31,7,45828,1,3,Engineering,High School,Male,Married,Engineer
44,23,86622,4,2,Engineering,Bachelor,Male,Divorced,Engineer
